Player,Team,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Opponent
MJ Guptill ,New Zealand,4,4,0,68,40,17.00,140,48.57,0,0,0,4,1,Australia
JN Malan ,South Africa,3,3,0,68,57,22.66,101,67.32,0,1,1,7,0,England
P Nissanka ,Sri Lanka,3,3,0,68,57,22.66,82,82.92,0,1,0,10,1,New Zealand
SM Curran ,England,3,3,1,67,33*,33.50,83,80.72,0,0,0,4,4,Bangladesh
C Green ,Australia,2,2,1,67,47,67.00,80,83.75,0,0,0,8,0,England
RR Hendricks ,South Africa,2,2,0,67,39,33.50,79,84.81,0,0,0,8,0,Australia
Imad Wasim ,Pakistan,5,4,0,67,25,16.75,46,145.65,0,0,0,8,2,England
SS Iyer ,India,2,2,1,67,53*,67.00,71,94.36,0,1,0,5,2,Pakistan
MA Starc ,Australia,5,5,1,67,27,16.75,117,57.26,0,0,0,6,1,South Africa
Washington Sundar ,India,3,3,0,67,37,22.33,89,75.28,0,0,0,5,1,Bangladesh
DJ Willey ,England,4,4,2,67,34*,33.50,69,97.10,0,0,0,9,0,Australia
KU Carty ,West Indies,3,3,0,66,50,22.00,99,66.66,0,1,1,6,1,England
DP Conway ,New Zealand,3,3,0,66,56,22.00,95,69.47,0,1,0,6,0,West Indies
Mosaddek Hossain ,Bangladesh,4,2,1,66,52*,66.00,52,126.92,0,1,0,3,6,West Indies
Q de Kock ,South Africa,2,2,1,65,48,65.00,47,138.29,0,0,0,6,3,West Indies
WIA Fernando ,Sri Lanka,3,3,0,65,49,21.66,55,118.18,0,0,0,8,2,England
JO Holder ,West Indies,7,6,2,65,26,16.25,64,101.56,0,0,0,8,1,Sri Lanka
JR Philippe ,Australia,3,3,0,65,39,21.66,89,73.03,0,0,0,8,2,West Indies
S Samarawickrama ,Sri Lanka,1,1,1,65,65*,-,54,120.37,0,1,0,7,1,England
Shadab Khan ,Pakistan,5,5,1,65,30,16.25,75,86.66,0,0,1,6,1,England
Abdullah Shafique ,Pakistan,1,1,0,64,64,64.00,61,104.91,0,1,0,7,2,Australia
C de Grandhomme ,New Zealand,1,1,0,64,64,64.00,71,90.14,0,1,0,6,1,Pakistan
RR Hendricks ,South Africa,4,4,0,64,51,16.00,88,72.72,0,1,0,6,0,Sri Lanka
AL Phehlukwayo ,South Africa,7,4,1,64,38*,21.33,63,101.58,0,0,0,7,1,Sri Lanka
SPD Smith ,Australia,2,2,1,64,63*,64.00,66,96.96,0,1,0,4,1,Bangladesh
MP Stoinis ,Australia,2,2,1,64,44,64.00,41,156.09,0,0,0,6,3,Sri Lanka
Tanzid Hasan ,Bangladesh,2,2,0,64,51,32.00,55,116.36,0,1,0,8,3,India
F du Plessis ,South Africa,1,1,0,63,63,63.00,79,79.74,0,1,0,5,0,Pakistan
JP Inglis ,Australia,2,2,0,63,58,31.50,69,91.30,0,1,0,6,1,Sri Lanka
Litton Das ,Bangladesh,4,4,0,63,25,15.75,91,69.23,0,0,1,5,2,Sri Lanka
MR Marsh ,Australia,2,2,0,63,36,31.50,85,74.11,0,0,0,4,0,New Zealand
JDS Neesham ,New Zealand,3,3,1,63,34*,31.50,41,153.65,0,0,0,2,5,West Indies
N Pooran ,West Indies,1,1,0,63,63,63.00,78,80.76,0,1,0,3,1,England
NT Tilak Varma ,India,3,3,1,63,52,31.50,110,57.27,0,1,0,5,1,South Africa
HC Brook ,England,4,4,0,62,25,15.50,84,73.80,0,0,0,6,1,New Zealand
RL Chase ,West Indies,4,4,0,62,41,15.50,78,79.48,0,0,1,4,1,Sri Lanka
F du Plessis ,South Africa,1,1,0,62,62,62.00,53,116.98,0,1,0,5,1,Bangladesh
AS Joseph ,West Indies,5,5,1,62,19,15.50,109,56.88,0,0,0,5,3,Australia
LS Livingstone ,England,3,2,0,62,45,31.00,75,82.66,0,0,0,2,4,West Indies
Tamim Iqbal ,Bangladesh,1,1,0,62,62,62.00,74,83.78,0,1,0,6,0,Australia
K Verreynne ,South Africa,1,1,0,62,62,62.00,53,116.98,0,1,0,3,3,Pakistan
JC Buttler ,England,4,3,1,61,58*,30.50,59,103.38,0,1,1,4,3,West Indies
MJ Santner ,New Zealand,4,3,1,61,26*,30.50,70,87.14,0,0,0,4,2,West Indies
R Shepherd ,West Indies,5,4,2,61,39*,30.50,46,132.60,0,0,1,7,2,India
SA Yadav ,India,2,2,0,61,39,30.50,46,132.60,0,0,0,9,1,South Africa
A Athanaze ,West Indies,3,3,0,60,32,20.00,77,77.92,0,0,0,6,1,India
RL Chase ,West Indies,6,3,0,60,38,20.00,80,75.00,0,0,0,3,0,India
TK Curran ,England,3,2,1,60,31,60.00,45,133.33,0,0,0,7,2,Pakistan
C de Grandhomme ,New Zealand,1,1,0,60,60,60.00,47,127.65,0,1,0,5,2,South Africa
M Jansen ,South Africa,2,2,0,60,43,30.00,47,127.65,0,0,0,8,2,West Indies
Mohammad Mithun ,Bangladesh,3,2,0,60,43,30.00,67,89.55,0,0,0,3,3,West Indies
GD Phillips ,New Zealand,1,1,0,60,60,60.00,50,120.00,0,1,0,4,4,South Africa
JJ Roy ,England,2,1,0,60,60,60.00,52,115.38,0,1,0,10,0,Sri Lanka
OF Smith ,West Indies,2,2,0,60,36,30.00,38,157.89,0,0,0,4,5,India
MM Ali ,England,4,4,0,59,33,14.75,65,90.76,0,0,0,6,1,New Zealand
MM Ali ,England,5,3,0,59,28,19.66,92,64.13,0,0,0,2,1,Sri Lanka
KU Carty ,West Indies,3,3,1,59,48*,29.50,94,62.76,0,0,0,5,0,India
C Karunaratne ,Sri Lanka,3,3,1,59,36,29.50,69,85.50,0,0,0,2,2,South Africa
JDS Neesham ,New Zealand,4,3,0,59,30,19.66,71,83.09,0,0,0,4,1,Bangladesh
GD Phillips ,New Zealand,2,2,0,59,47,29.50,69,85.50,0,0,0,3,2,Australia
MM Ali ,England,3,3,0,58,42,19.33,72,80.55,0,0,0,4,2,Bangladesh
MG Bracewell ,New Zealand,3,3,0,58,43,19.33,62,93.54,0,0,0,4,2,Pakistan
PW Hasaranga ,Sri Lanka,2,2,1,58,37,58.00,39,148.71,0,0,0,9,0,Australia
Kuldeep Yadav ,India,14,8,1,58,17,8.28,106,54.71,0,0,0,4,0,Australia
C Munro ,New Zealand,1,1,1,58,58*,-,47,123.40,0,1,0,6,1,Sri Lanka
AR Patel ,India,4,4,1,58,26,19.33,68,85.29,0,0,0,1,2,Sri Lanka
AC Agar ,Australia,2,2,1,57,48*,57.00,77,74.02,0,0,0,3,1,South Africa
PJ Cummins ,Australia,5,5,1,57,22,14.25,79,72.15,0,0,0,8,0,South Africa
NT Ellis ,Australia,4,4,2,57,18,28.50,51,111.76,0,0,0,3,4,South Africa
E Lewis ,West Indies,4,4,1,57,55*,19.00,85,67.05,0,1,1,5,3,Australia
MR Marsh ,Australia,3,3,0,57,29,19.00,60,95.00,0,0,0,5,3,West Indies
BKG Mendis ,Sri Lanka,2,2,0,57,46,28.50,80,71.25,0,0,0,4,0,England
RR Pant ,India,4,3,0,57,32,19.00,95,60.00,0,0,0,8,0,New Zealand
Washington Sundar ,India,3,2,0,57,33,28.50,75,76.00,0,0,0,3,1,West Indies
KS Williamson ,New Zealand,2,2,0,57,30,28.50,93,61.29,0,0,0,5,0,England
TK Curran ,England,2,2,0,56,37,28.00,58,96.55,0,0,0,5,1,Australia
MS Dhoni ,India,1,1,1,56,56*,-,61,91.80,0,1,0,3,2,West Indies
Litton Das ,Bangladesh,2,2,0,56,36,28.00,62,90.32,0,0,0,8,0,Australia
Mohammed Shami ,India,13,9,1,56,14,7.00,62,90.32,0,0,1,6,2,Australia
GD Phillips ,New Zealand,2,2,1,56,39,56.00,52,107.69,0,0,0,6,2,Sri Lanka
A Zampa ,Australia,7,4,3,56,36,56.00,80,70.00,0,0,0,6,0,West Indies
FH Allen ,New Zealand,3,3,0,55,29,18.33,56,98.21,0,0,0,10,0,Pakistan
HM Amla ,South Africa,1,1,0,55,55,55.00,83,66.26,0,1,0,4,0,New Zealand
CAK Rajitha ,Sri Lanka,7,6,4,55,17*,27.50,79,69.62,0,0,0,7,0,India
JE Root ,England,5,5,0,55,44,11.00,81,67.90,0,0,3,2,0,India
RK Singh ,India,2,2,0,55,38,27.50,41,134.14,0,0,0,5,3,South Africa
DL Chahar ,India,1,1,0,54,54,54.00,34,158.82,0,1,0,5,2,South Africa
PW Hasaranga ,Sri Lanka,5,5,0,54,21,10.80,49,110.20,0,0,0,6,3,India
SO Hetmyer ,West Indies,1,1,0,54,54,54.00,45,120.00,0,1,0,8,1,New Zealand
Mahedi Hasan ,Bangladesh,6,5,0,54,17,10.80,76,71.05,0,0,0,5,2,New Zealand
PD Salt ,England,3,3,0,54,35,18.00,59,91.52,0,0,0,9,0,Bangladesh
SN Thakur ,India,7,5,0,54,25,10.80,43,125.58,0,0,0,7,1,New Zealand
Afif Hossain ,Bangladesh,3,3,1,53,27*,26.50,48,110.41,0,0,0,5,0,Sri Lanka
Y Cariah ,West Indies,3,2,1,53,52,53.00,85,62.35,0,1,0,2,1,New Zealand
MS Dhoni ,India,2,2,0,53,27,26.50,56,94.64,0,0,0,5,2,Australia
AJ Finch ,Australia,1,1,0,53,53,53.00,51,103.92,0,1,0,5,2,Bangladesh
C Green ,Australia,3,3,2,53,25*,53.00,63,84.12,0,0,0,2,2,Sri Lanka
BA King ,West Indies,3,3,0,53,35,17.66,66,80.30,0,0,0,7,1,England
KMA Paul ,West Indies,2,2,1,53,32*,53.00,44,120.45,0,0,0,7,1,Sri Lanka
NA Saini ,India,2,2,1,53,45,53.00,55,96.36,0,0,0,7,2,New Zealand
Shoaib Malik ,Pakistan,3,3,0,53,41,17.66,46,115.21,0,0,0,4,0,England
HDRL Thirimanne ,Sri Lanka,1,1,0,53,53,53.00,68,77.94,0,1,0,4,0,India
Imam-ul-Haq ,Pakistan,4,3,0,52,36,17.33,74,70.27,0,0,0,8,0,India
Ishan Kishan ,India,4,4,0,52,31,13.00,53,98.11,0,0,1,4,2,Australia
FDM Karunaratne ,Sri Lanka,1,1,1,52,52*,-,84,61.90,0,1,0,4,0,New Zealand
Nurul Hasan ,Bangladesh,3,2,2,52,32*,-,65,80.00,0,0,0,5,1,West Indies
R Powell ,West Indies,3,3,0,52,32,17.33,52,100.00,0,0,0,6,1,Pakistan
Saud Shakeel ,Pakistan,1,1,0,52,52,52.00,52,100.00,0,1,0,7,0,South Africa
Shan Masood ,Pakistan,4,4,0,52,44,13.00,89,58.42,0,0,1,7,0,New Zealand
MA Starc ,Australia,12,7,2,52,28,10.40,75,69.33,0,0,1,3,2,India
SN Thakur ,India,10,6,2,52,17*,13.00,58,89.65,0,0,0,6,1,West Indies
Yasir Ali ,Bangladesh,3,2,0,52,50,26.00,58,89.65,0,1,0,4,2,South Africa
Agha Salman ,Pakistan,1,1,0,51,51,51.00,45,113.33,0,1,0,6,1,England
FH Allen ,New Zealand,1,1,0,51,51,51.00,49,104.08,0,1,0,5,2,Sri Lanka
NE Bonner ,West Indies,3,3,0,51,31,17.00,95,53.68,0,0,1,3,0,Bangladesh
MG Bracewell ,New Zealand,3,3,1,51,31,25.50,63,80.95,0,0,0,6,0,West Indies
Z Crawley ,England,3,3,0,51,48,17.00,76,67.10,0,0,1,5,0,West Indies
J Fraser-McGurk ,Australia,2,2,0,51,41,25.50,23,221.73,0,0,0,6,4,West Indies
JO Holder ,West Indies,3,2,0,51,36,25.50,63,80.95,0,0,0,4,0,South Africa
C Karunaratne ,Sri Lanka,3,3,1,51,21,25.50,100,51.00,0,0,0,1,1,England
KA Maharaj ,South Africa,4,2,0,51,28,25.50,55,92.72,0,0,0,7,1,Bangladesh
Mohammad Rizwan ,Pakistan,3,2,0,51,49,25.50,74,68.91,0,0,0,7,0,India
Mohammad Saifuddin ,Bangladesh,1,1,1,51,51*,-,38,134.21,0,1,0,9,0,India
EJG Morgan ,England,2,2,0,51,42,25.50,62,82.25,0,0,0,5,0,New Zealand
WA Agar ,Australia,2,2,0,50,41,25.00,42,119.04,0,0,0,4,2,West Indies
MA Agarwal ,India,2,2,0,50,28,25.00,44,113.63,0,0,0,6,1,Australia
KIC Asalanka ,Sri Lanka,2,2,1,50,49*,50.00,50,100.00,0,0,0,3,1,Pakistan
T Banton ,England,3,2,0,50,32,25.00,55,90.90,0,0,0,7,1,South Africa
SM Curran ,England,3,2,0,50,38,25.00,48,104.16,0,0,0,3,2,West Indies
MS Dhoni ,India,1,1,0,50,50,50.00,72,69.44,0,1,0,1,1,New Zealand
CH Gayle ,West Indies,1,1,0,50,50,50.00,34,147.05,0,1,0,6,3,Pakistan
SO Hetmyer ,West Indies,1,1,0,50,50,50.00,26,192.30,0,1,0,4,3,Bangladesh
KR Mayers ,West Indies,2,2,0,50,36,25.00,48,104.16,0,0,0,6,3,South Africa
HM Nicholls ,New Zealand,4,4,2,50,23,25.00,61,81.96,0,0,0,3,0,Pakistan
C Overton ,England,3,3,1,50,32,25.00,58,86.20,0,0,0,3,1,India
Taskin Ahmed ,Bangladesh,3,3,0,50,21,16.66,64,78.12,0,0,0,5,2,England
AJ Turner ,Australia,3,2,0,50,49,25.00,49,102.04,0,0,0,2,2,West Indies
FH Allen ,New Zealand,3,3,0,49,28,16.33,61,80.32,0,0,0,9,0,Bangladesh
LA Dawson ,England,3,3,0,49,20,16.33,57,85.96,0,0,0,3,1,Australia
AD Mathews ,Sri Lanka,5,5,0,49,26,9.80,50,98.00,0,0,0,4,1,West Indies
AU Rashid ,England,9,7,3,49,14*,12.25,60,81.66,0,0,1,3,1,South Africa
MA Starc ,Australia,6,5,2,49,38*,16.33,56,87.50,0,0,1,3,1,New Zealand
JM Vince ,England,3,3,0,49,38,16.33,69,71.01,0,0,0,4,1,Bangladesh
FA Allen ,West Indies,6,5,1,48,29,12.00,74,64.86,0,0,2,3,1,India
A Athanaze ,West Indies,3,3,0,48,32,16.00,85,56.47,0,0,0,5,0,Australia
T de Zorzi ,South Africa,2,2,0,48,27,24.00,48,100.00,0,0,0,7,0,West Indies
JP Inglis ,Australia,2,2,0,48,38,24.00,44,109.09,0,0,0,5,1,New Zealand
LS Livingstone ,England,3,2,0,48,38,24.00,40,120.00,0,0,0,2,3,South Africa
RR Pant ,India,1,1,0,48,48,48.00,41,117.07,0,0,0,6,1,Bangladesh
R Powell ,West Indies,2,2,0,48,46,24.00,52,92.30,0,0,0,2,3,South Africa
Afif Hossain ,Bangladesh,3,3,0,47,23,15.66,69,68.11,0,0,0,5,1,England
BOP Fernando ,Sri Lanka,3,3,0,47,25,15.66,95,49.47,0,0,1,7,0,South Africa
B Kumar ,India,3,2,0,47,46,23.50,56,83.92,0,0,0,3,2,Australia
NLTC Perera ,Sri Lanka,4,4,0,47,21,11.75,63,74.60,0,0,0,0,0,South Africa
HR Walsh ,West Indies,4,3,0,47,20,15.66,72,65.27,0,0,0,5,0,Australia
DJ Willey ,England,3,3,2,47,21*,47.00,24,195.83,0,0,0,4,3,New Zealand
T Bavuma ,South Africa,2,2,1,46,38*,46.00,58,79.31,0,0,0,3,0,Sri Lanka
Imad Wasim ,Pakistan,1,1,1,46,46*,-,39,117.94,0,0,0,6,0,India
Khushdil Shah ,Pakistan,3,2,1,46,27*,46.00,39,117.94,0,0,0,3,2,Australia
Mohammad Hafeez ,Pakistan,1,1,0,46,46,46.00,49,93.87,0,0,0,3,1,Australia
KMA Paul ,West Indies,5,3,1,46,46,23.00,46,100.00,0,0,1,4,3,India
SV Samson ,India,1,1,0,46,46,46.00,46,100.00,0,0,0,5,1,Sri Lanka
Sohaib Maqsood ,Pakistan,3,3,0,46,19,15.33,54,85.18,0,0,0,3,3,England
JM Bairstow ,England,1,1,0,45,45,45.00,46,97.82,0,0,0,7,0,West Indies
DP Conway ,New Zealand,1,1,0,45,45,45.00,42,107.14,0,0,0,9,0,Sri Lanka
TH David ,Australia,4,4,0,45,35,11.25,53,84.90,0,0,0,3,3,South Africa
JP Duminy ,South Africa,1,1,0,45,45,45.00,37,121.62,0,0,0,4,0,Bangladesh
JN Mohammed ,West Indies,3,3,0,45,17,15.00,98,45.91,0,0,0,1,0,Bangladesh
Najmul Hossain Shanto ,Bangladesh,1,1,0,45,45,45.00,57,78.94,0,0,0,6,0,Australia
MD Shanaka ,Sri Lanka,5,5,0,45,34,9.00,56,80.35,0,0,1,6,0,Australia
HDRL Thirimanne ,Sri Lanka,1,1,1,45,45*,-,33,136.36,0,0,0,4,0,West Indies
Wahab Riaz ,Pakistan,1,1,0,45,45,45.00,39,115.38,0,0,0,2,3,Australia
DN Wellalage ,Sri Lanka,6,4,0,45,20,11.25,81,55.55,0,0,0,2,1,Australia
DL Chahar ,India,3,2,1,44,38,44.00,46,95.65,0,0,0,4,2,West Indies
RA Jadeja ,India,4,3,1,44,29,22.00,72,61.11,0,0,0,1,1,England
AK Markram ,South Africa,2,2,1,44,38,44.00,56,78.57,0,0,0,4,1,New Zealand
HM Nicholls ,New Zealand,1,1,1,44,44*,-,52,84.61,0,0,0,5,0,Sri Lanka
BA Carse ,England,3,2,1,43,31,43.00,52,82.69,0,0,0,3,0,Pakistan
Imad Wasim ,Pakistan,1,1,0,43,43,43.00,26,165.38,0,0,0,6,1,Bangladesh
Imam-ul-Haq ,Pakistan,2,2,0,43,31,21.50,53,81.13,0,0,0,2,0,Sri Lanka
JDS Neesham ,New Zealand,4,4,0,43,19,10.75,62,69.35,0,0,0,3,1,India
AL Phehlukwayo ,South Africa,6,4,2,43,38*,21.50,33,130.30,0,0,1,3,4,Australia
LRPL Taylor ,New Zealand,2,2,0,43,28,21.50,73,58.90,0,0,0,2,0,England
MA Wood ,England,1,1,1,43,43*,-,17,252.94,0,0,0,2,5,South Africa
SSJ Brooks ,West Indies,3,3,0,42,33,14.00,87,48.27,0,0,0,5,0,Bangladesh
MS Dhoni ,India,1,1,1,42,42*,-,31,135.48,0,0,0,4,1,England
Faheem Ashraf ,Pakistan,2,2,0,42,28,21.00,40,105.00,0,0,0,5,1,Australia
Hasan Ali ,Pakistan,3,3,0,42,32,14.00,32,131.25,0,0,0,5,3,Australia
CH Morris ,South Africa,1,1,0,42,42,42.00,34,123.52,0,0,0,1,2,India
MK Pandey ,India,1,1,0,42,42,42.00,48,87.50,0,0,0,2,0,New Zealand
AU Rashid ,England,5,4,2,42,17*,21.00,55,76.36,0,0,0,3,0,Bangladesh
R Shepherd ,West Indies,3,3,0,42,25,14.00,47,89.36,0,0,0,1,3,Pakistan
Soumya Sarkar ,Bangladesh,1,1,0,42,42,42.00,30,140.00,0,0,0,9,0,South Africa
Taijul Islam ,Bangladesh,2,2,1,42,39*,42.00,37,113.51,0,0,0,5,1,Sri Lanka
SA Abbott ,Australia,4,4,1,41,23,13.66,48,85.41,0,0,0,6,0,South Africa
PJ Cummins ,Australia,8,6,1,41,11,8.20,58,70.68,0,0,0,2,1,England
C Karunaratne ,Sri Lanka,3,3,0,41,24,13.66,83,49.39,0,0,0,5,0,New Zealand
KR Mayers ,West Indies,3,3,0,41,33,13.66,45,91.11,0,0,0,5,2,Pakistan
Shakib Al Hasan ,Bangladesh,1,1,0,41,41,41.00,41,100.00,0,0,0,4,0,Australia
MW Short ,Australia,2,1,0,41,41,41.00,55,74.54,0,0,0,2,1,West Indies
DJ Willey ,England,4,3,0,41,21,13.66,42,97.61,0,0,0,4,2,South Africa
SW Ambris ,West Indies,2,2,0,40,31,20.00,48,83.33,0,0,0,4,0,India
PVD Chameera ,Sri Lanka,3,3,0,40,29,13.33,62,64.51,0,0,1,3,0,South Africa
PW Hasaranga ,Sri Lanka,2,2,0,40,30,20.00,35,114.28,0,0,0,1,2,Pakistan
Sarfaraz Ahmed ,Pakistan,1,1,0,40,40,40.00,48,83.33,0,0,0,1,0,Australia
CR Woakes ,England,1,1,0,40,40,40.00,54,74.07,0,0,0,4,0,West Indies
J Charles ,West Indies,1,1,0,39,39,39.00,38,102.63,0,0,0,3,2,Sri Lanka
PJ Cummins ,Australia,6,4,0,39,35,9.75,52,75.00,0,0,2,3,0,Sri Lanka
RA Jadeja ,India,4,2,0,39,35,19.50,43,90.69,0,0,0,1,1,Sri Lanka
AS Joseph ,West Indies,5,5,1,39,17,9.75,46,84.78,0,0,1,4,1,Bangladesh
Mehidy Hasan Miraz ,Bangladesh,5,5,0,39,12,7.80,54,72.22,0,0,0,4,0,England
G Motie ,West Indies,4,2,2,39,39*,-,37,105.40,0,0,0,4,3,India
NA Saini ,India,4,2,2,39,29*,-,45,86.66,0,0,0,2,1,Australia
Towhid Hridoy ,Bangladesh,1,1,0,39,39,39.00,61,63.93,0,0,0,2,0,England
I Udana ,Sri Lanka,3,2,1,39,21,39.00,40,97.50,0,0,0,2,2,Bangladesh
Afif Hossain ,Bangladesh,1,1,0,38,38,38.00,28,135.71,0,0,0,5,1,New Zealand
DM Bravo ,West Indies,3,3,0,38,19,12.66,67,56.71,0,0,0,6,0,India
F du Plessis ,South Africa,1,1,0,38,38,38.00,54,70.37,0,0,0,4,0,India
SO Hetmyer ,West Indies,3,3,0,38,21,12.66,50,76.00,0,0,0,6,0,Australia
Mohammad Naim ,Bangladesh,3,3,0,38,21,12.66,71,53.52,0,0,0,4,0,Sri Lanka
JDS Neesham ,New Zealand,3,2,0,38,19,19.00,52,73.07,0,0,0,4,0,England
AL Phehlukwayo ,South Africa,5,3,1,38,24,19.00,56,67.85,0,0,0,5,0,England
R Shepherd ,West Indies,3,3,0,38,19,12.66,55,69.09,0,0,0,3,1,Bangladesh
JT Smuts ,South Africa,3,2,1,38,31,38.00,49,77.55,0,0,0,3,1,England
M Theekshana ,Sri Lanka,1,1,1,38,38*,-,91,41.75,0,0,0,3,0,New Zealand
Usama Mir ,Pakistan,6,3,0,38,20,12.66,26,146.15,0,0,0,2,3,New Zealand
CR Woakes ,England,6,3,1,38,21,19.00,36,105.55,0,0,0,2,1,Pakistan
Anamul Haque ,Bangladesh,4,4,0,37,14,9.25,56,66.07,0,0,0,5,1,India
PVD Chameera ,Sri Lanka,3,3,1,37,16,18.50,54,68.51,0,0,0,3,1,England
MDKJ Perera ,Sri Lanka,3,2,0,37,30,18.50,49,75.51,0,0,0,5,0,South Africa
K Rabada ,South Africa,4,2,1,37,31*,37.00,61,60.65,0,0,0,2,0,India
PD Salt ,England,3,2,0,37,23,18.50,31,119.35,0,0,0,5,1,Australia
Tanzid Hasan ,Bangladesh,4,3,0,37,16,12.33,34,108.82,0,0,0,8,0,New Zealand
MA Agarwal ,India,3,3,0,36,32,12.00,39,92.30,0,0,0,6,0,New Zealand
M Bhanuka ,Sri Lanka,1,1,0,36,36,36.00,39,92.30,0,0,0,0,2,Pakistan
DM de Silva ,Sri Lanka,3,3,0,36,19,12.00,58,62.06,0,0,0,5,1,New Zealand
CH Gayle ,West Indies,1,1,0,36,36,36.00,41,87.80,0,0,0,5,1,England
Haris Rauf ,Pakistan,4,4,2,36,35,18.00,30,120.00,0,0,0,3,3,England
Iftikhar Ahmed ,Pakistan,4,3,1,36,26,18.00,36,100.00,0,0,0,0,3,Australia
KA Maharaj ,South Africa,9,5,0,36,14,7.20,63,57.14,0,0,0,3,0,India
Mohammad Saifuddin ,Bangladesh,2,2,1,36,29,36.00,27,133.33,0,0,0,3,1,New Zealand
WD Parnell ,South Africa,3,2,0,36,34,18.00,33,109.09,0,0,0,3,1,England
RA Reifer ,West Indies,5,4,0,36,27,9.00,71,50.70,0,0,1,1,0,Bangladesh
Sabbir Rahman ,Bangladesh,1,1,0,36,36,36.00,36,100.00,0,0,0,5,0,India
SV Samson ,India,1,1,0,36,36,36.00,38,94.73,0,0,0,4,0,New Zealand
Tanzid Hasan ,Bangladesh,1,1,0,36,36,36.00,34,105.88,0,0,0,6,0,Australia
Taskin Ahmed ,Bangladesh,4,3,0,36,17,12.00,75,48.00,0,0,0,3,2,New Zealand
HDRL Thirimanne ,Sri Lanka,2,2,0,36,36,18.00,56,64.28,0,0,1,4,0,Pakistan
A Zampa ,Australia,7,4,1,36,29,12.00,47,76.59,0,0,0,4,0,England
FH Allen ,New Zealand,1,1,0,35,35,35.00,38,92.10,0,0,0,5,1,Australia
AAP Atkinson ,England,1,1,0,35,35,35.00,21,166.66,0,0,0,7,0,South Africa
MS Dhoni ,India,1,1,0,35,35,35.00,33,106.06,0,0,0,4,0,Bangladesh
CH Gayle ,West Indies,1,1,0,35,35,35.00,48,72.91,0,0,0,1,2,Sri Lanka
MJ Guptill ,New Zealand,1,1,0,35,35,35.00,59,59.32,0,0,0,5,0,South Africa
KM Jadhav ,India,2,2,1,35,26*,35.00,42,83.33,0,0,0,4,1,New Zealand
Mehidy Hasan Miraz ,Bangladesh,2,2,0,35,29,17.50,27,129.62,0,0,0,4,0,Australia
EJG Morgan ,England,1,1,0,35,35,35.00,33,106.06,0,0,0,1,2,Bangladesh
KH Pandya ,India,2,1,0,35,35,35.00,54,64.81,0,0,0,3,0,Sri Lanka
Shadab Khan ,Pakistan,4,2,1,35,21*,35.00,24,145.83,0,0,0,2,2,New Zealand
IS Sodhi ,New Zealand,4,1,0,35,35,35.00,39,89.74,0,0,0,0,3,Bangladesh
MA Starc ,Australia,4,3,0,35,19,11.66,59,59.32,0,0,0,4,0,West Indies
A Zampa ,Australia,17,9,1,35,10*,4.37,66,53.03,0,0,1,3,0,India
A Zampa ,Australia,9,5,3,35,11*,17.50,42,83.33,0,0,0,4,0,South Africa
M Bhanuka ,Sri Lanka,2,2,0,34,27,17.00,52,65.38,0,0,0,3,0,South Africa
MS Dhoni ,India,1,1,0,34,34,34.00,46,73.91,0,0,0,2,0,South Africa
AD Mathews ,Sri Lanka,4,4,0,34,18,8.50,69,49.27,0,0,2,5,0,New Zealand
LRPL Taylor ,New Zealand,2,2,0,34,30,17.00,60,56.66,0,0,0,2,0,Australia
KU Carty ,West Indies,1,1,0,33,33,33.00,66,50.00,0,0,0,2,1,Bangladesh
KU Carty ,West Indies,1,1,0,33,33,33.00,45,73.33,0,0,0,2,1,Pakistan
PHKD Mendis ,Sri Lanka,3,3,1,33,16,16.50,67,49.25,0,0,0,3,0,South Africa
AR Nurse ,West Indies,3,2,0,33,19,16.50,29,113.79,0,0,0,1,1,Bangladesh
PARP Perera ,Sri Lanka,2,2,0,33,33,16.50,58,56.89,0,0,1,2,0,South Africa
CAK Rajitha ,Sri Lanka,3,2,1,33,33,33.00,40,82.50,0,0,0,4,1,South Africa
Saud Shakeel ,Pakistan,3,2,0,33,30,16.50,39,84.61,0,0,0,5,0,Australia
Soumya Sarkar ,Bangladesh,1,1,0,33,33,33.00,38,86.84,0,0,0,4,0,India
WA Young ,New Zealand,1,1,0,33,33,33.00,37,89.18,0,0,0,5,0,South Africa
R Ashwin ,India,2,2,1,32,25*,32.00,37,86.48,0,0,0,1,1,South Africa
TA Boult ,New Zealand,6,6,3,32,10*,10.66,35,91.42,0,0,1,3,1,Australia
Faheem Ashraf ,Pakistan,6,5,0,32,13,6.40,40,80.00,0,0,0,2,1,England
Hasan Ali ,Pakistan,1,1,1,32,32*,-,11,290.90,0,0,0,1,4,South Africa
JR Hazlewood ,Australia,8,4,3,32,23,32.00,26,123.07,0,0,0,2,2,India
GJ Maxwell ,Australia,1,1,0,32,32,32.00,10,320.00,0,0,0,2,3,Bangladesh
Mehidy Hasan Miraz ,Bangladesh,3,3,1,32,25,16.00,37,86.48,0,0,1,2,1,Pakistan
Mohammad Hafeez ,Pakistan,1,1,0,32,32,32.00,50,64.00,0,0,0,5,0,New Zealand
AU Rashid ,England,5,3,0,32,19,10.66,47,68.08,0,0,1,4,0,India
WA Young ,New Zealand,1,1,0,32,32,32.00,37,86.48,0,0,0,4,1,Australia
TA Blundell ,New Zealand,2,2,0,31,22,15.50,35,88.57,0,0,0,4,0,India
