Player,Team,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Opponent
JC Archer ,England,3,3,24.0,2,147,2,1/6,73.50,6.12,72.0,0,0,Pakistan
AAP Atkinson ,England,1,1,8.0,0,45,2,2/45,22.50,5.62,24.0,0,0,Pakistan
AAP Atkinson ,England,1,1,9.0,0,60,2,2/60,30.00,6.66,27.0,0,0,South Africa
JP Behrendorff ,Australia,1,1,9.0,0,31,2,2/31,15.50,3.44,27.0,0,0,New Zealand
TA Boult ,New Zealand,2,2,20.0,1,112,2,1/49,56.00,5.60,60.0,0,0,South Africa
CR Brathwaite ,West Indies,1,1,6.0,0,58,2,2/58,29.00,9.66,18.0,0,0,New Zealand
JJ Bumrah ,India,1,1,6.0,1,9,2,2/9,4.50,1.50,18.0,0,0,West Indies
BA Carse ,England,3,3,18.4,0,115,2,1/32,57.50,6.16,56.0,0,0,India
DL Chahar ,India,1,1,8.0,0,53,2,2/53,26.50,6.62,24.0,0,0,South Africa
PVD Chameera ,Sri Lanka,2,2,20.0,0,106,2,2/50,53.00,5.30,60.0,0,0,West Indies
G Coetzee ,South Africa,1,1,6.3,0,41,2,2/41,20.50,6.30,19.5,0,0,New Zealand
G Coetzee ,South Africa,1,1,7.0,0,42,2,2/42,21.00,6.00,21.0,0,0,Pakistan
SS Cottrell ,West Indies,1,1,4.0,1,18,2,2/18,9.00,4.50,12.0,0,0,South Africa
NM Coulter-Nile ,Australia,1,1,10.0,0,58,2,2/58,29.00,5.80,30.0,0,0,Bangladesh
PJ Cummins ,Australia,1,1,10.0,3,41,2,2/41,20.50,4.10,30.0,0,0,West Indies
SM Curran ,England,3,3,22.0,1,138,2,1/43,69.00,6.27,66.0,0,0,India
TK Curran ,England,2,2,20.0,0,146,2,2/83,73.00,7.30,60.0,0,0,India
A Dananjaya ,Sri Lanka,4,4,33.0,0,205,2,2/65,102.50,6.21,99.0,0,0,South Africa
LA Dawson ,England,3,3,30.0,0,188,2,1/65,94.00,6.26,90.0,0,0,Australia
JP Duminy ,South Africa,3,3,9.0,0,52,2,1/15,26.00,5.77,27.0,0,0,Sri Lanka
Ebadot Hossain ,Bangladesh,1,1,9.0,1,38,2,2/38,19.00,4.22,27.0,0,0,England
NT Ellis ,Australia,1,1,5.0,0,13,2,2/13,6.50,2.60,15.0,0,0,India
Faheem Ashraf ,Pakistan,3,3,23.0,0,117,2,1/25,58.50,5.08,69.0,0,0,South Africa
N Pradeep ,Sri Lanka,2,2,18.2,1,112,2,2/53,56.00,6.10,55.0,0,0,Pakistan
AJ Finch ,Australia,9,3,14.0,0,73,2,1/13,36.50,5.21,42.0,0,0,Pakistan
MW Forde ,West Indies,3,3,15.0,1,109,2,1/32,54.50,7.26,45.0,0,0,Australia
BC Fortuin ,South Africa,2,2,13.0,2,72,2,1/20,36.00,5.53,39.0,0,0,India
ST Gabriel ,West Indies,1,1,7.0,0,49,2,2/49,24.50,7.00,21.0,0,0,England
C Green ,Australia,2,2,11.0,0,58,2,2/25,29.00,5.27,33.0,0,0,New Zealand
C Green ,Australia,2,2,15.0,0,91,2,1/32,45.50,6.06,45.0,0,0,South Africa
C Green ,Australia,3,2,11.0,0,58,2,2/40,29.00,5.27,33.0,0,0,West Indies
AM Hardie ,Australia,1,1,10.0,0,62,2,2/62,31.00,6.20,30.0,0,0,South Africa
Haris Rauf ,Pakistan,1,1,10.0,0,64,2,2/64,32.00,6.40,30.0,0,0,Sri Lanka
Hasan Ali ,Pakistan,2,2,15.0,0,118,2,1/34,59.00,7.86,45.0,0,0,India
Hasan Ali ,Pakistan,3,3,19.2,0,136,2,2/29,68.00,7.03,58.0,0,0,West Indies
Hasan Mahmud ,Bangladesh,1,1,6.0,0,67,2,2/67,33.50,11.16,18.0,0,0,South Africa
TM Head ,Australia,3,3,12.0,0,72,2,2/35,36.00,6.00,36.0,0,0,Pakistan
MADI Hemantha ,Sri Lanka,1,1,10.0,0,49,2,2/49,24.50,4.90,30.0,0,0,West Indies
JO Holder ,West Indies,4,4,27.0,2,135,2,1/28,67.50,5.00,81.0,0,0,Australia
DJ Hooda ,India,5,4,22.0,1,104,2,1/24,52.00,4.72,66.0,0,0,West Indies
Iftikhar Ahmed ,Pakistan,4,4,25.0,0,149,2,1/36,74.50,5.96,75.0,0,0,Australia
Iftikhar Ahmed ,Pakistan,2,2,15.0,0,64,2,1/20,32.00,4.26,45.0,0,0,Bangladesh
Imran Tahir ,South Africa,1,1,10.0,0,57,2,2/57,28.50,5.70,30.0,0,0,Bangladesh
Imran Tahir ,South Africa,1,1,10.0,0,61,2,2/61,30.50,6.10,30.0,0,0,England
Imran Tahir ,South Africa,1,1,10.0,0,41,2,2/41,20.50,4.10,30.0,0,0,Pakistan
RA Jadeja ,India,4,3,16.0,1,54,2,1/16,27.00,3.37,48.0,0,0,England
RA Jadeja ,India,3,2,14.5,0,64,2,2/38,32.00,4.31,44.5,0,0,Pakistan
M Jansen ,South Africa,1,1,10.0,0,92,2,2/92,46.00,9.20,30.0,0,0,Sri Lanka
P Jayawickrama ,Sri Lanka,3,3,22.0,0,111,2,1/18,55.50,5.04,66.0,0,0,South Africa
JNT Seales ,West Indies,2,2,15.2,2,92,2,1/39,46.00,6.00,46.0,0,0,Pakistan
CJ Jordan ,England,3,3,14.2,0,90,2,1/0,45.00,6.27,43.0,0,0,South Africa
Junaid Khan ,Pakistan,2,2,18.0,0,142,2,1/57,71.00,7.88,54.0,0,0,England
C Karunaratne ,Sri Lanka,3,2,13.0,0,73,2,1/34,36.50,5.61,39.0,0,0,England
Khushdil Shah ,Pakistan,3,2,16.0,0,107,2,1/50,53.50,6.68,48.0,0,0,Australia
Kuldeep Yadav ,India,2,2,20.0,1,100,2,1/47,50.00,5.00,60.0,0,0,Bangladesh
B Kumar ,India,3,3,28.0,0,175,2,2/44,87.50,6.25,84.0,0,0,South Africa
CBRLS Kumara ,Sri Lanka,2,2,17.0,0,114,2,1/55,57.00,6.70,51.0,0,0,Pakistan
M Labuschagne ,Australia,6,5,21.0,1,130,2,2/19,65.00,6.19,63.0,0,0,Sri Lanka
RAS Lakmal ,Sri Lanka,1,1,9.3,1,56,2,2/56,28.00,5.89,28.5,0,0,West Indies
LS Livingstone ,England,6,4,11.0,2,67,2,1/4,33.50,6.09,33.0,0,0,India
LS Livingstone ,England,3,2,5.0,0,39,2,2/30,19.50,7.80,15.0,0,0,South Africa
NM Lyon ,Australia,2,2,20.0,1,91,2,1/34,45.50,4.55,60.0,0,0,India
NM Lyon ,Australia,1,1,10.0,0,53,2,2/53,26.50,5.30,30.0,0,0,South Africa
D Madushanka ,Sri Lanka,1,1,9.2,0,60,2,2/60,30.00,6.42,28.0,0,0,Pakistan
D Madushanka ,Sri Lanka,1,1,10.0,0,86,2,2/86,43.00,8.60,30.0,0,0,South Africa
SSB Magala ,South Africa,2,2,18.0,0,133,2,1/64,66.50,7.38,54.0,0,0,India
Mahedi Hasan ,Bangladesh,1,1,9.0,1,50,2,2/50,25.00,5.55,27.0,0,0,India
AK Markram ,South Africa,7,2,16.0,0,74,2,1/33,37.00,4.62,48.0,0,0,Sri Lanka
MR Marsh ,Australia,4,2,8.0,1,32,2,2/29,16.00,4.00,24.0,0,0,Sri Lanka
AD Mathews ,Sri Lanka,4,1,7.1,1,35,2,2/35,17.50,4.88,21.5,0,0,Bangladesh
AD Mathews ,Sri Lanka,2,1,5.0,1,14,2,2/14,7.00,2.80,15.0,0,0,England
AD Mathews ,Sri Lanka,4,1,4.0,0,29,2,2/29,14.50,7.25,12.0,0,0,New Zealand
GJ Maxwell ,Australia,3,3,30.0,1,126,2,2/34,63.00,4.20,90.0,0,0,South Africa
KR Mayers ,West Indies,6,6,20.4,0,122,2,2/48,61.00,5.90,62.0,0,0,India
KR Mayers ,West Indies,2,2,8.0,0,52,2,1/12,26.00,6.50,24.0,0,0,South Africa
RTM Mendis ,Sri Lanka,1,1,7.0,0,40,2,2/40,20.00,5.71,21.0,0,0,Bangladesh
DJ Mitchell ,New Zealand,5,2,9.0,0,50,2,2/40,25.00,5.55,27.0,0,0,England
Mohammad Amir ,Pakistan,2,1,10.0,0,67,2,2/67,33.50,6.70,30.0,0,0,England
Mohammad Amir ,Pakistan,1,1,10.0,1,49,2,2/49,24.50,4.90,30.0,0,0,South Africa
Mohammad Hasnain ,Pakistan,3,3,23.0,0,156,2,2/52,78.00,6.78,69.0,0,0,Australia
Mohammad Hasnain ,Pakistan,2,2,20.0,2,126,2,1/52,63.00,6.30,60.0,0,0,South Africa
Mohammad Nawaz ,3) ,3,3,20.0,0,112,2,1/24,56.00,5.60,60.0,0,0,Sri Lanka
Mohammad Saifuddin ,Bangladesh,1,1,9.0,0,78,2,2/78,39.00,8.66,27.0,0,0,England
Mohammad Saifuddin ,Bangladesh,2,2,14.2,0,84,2,2/41,42.00,5.86,43.0,0,0,New Zealand
Mohammad Saifuddin ,Bangladesh,1,1,8.0,1,57,2,2/57,28.50,7.12,24.0,0,0,South Africa
Mohammad Saifuddin ,Bangladesh,2,1,10.0,0,49,2,2/49,24.50,4.90,30.0,0,0,Sri Lanka
Mohammad Wasim ,1) ,1,1,10.0,0,74,2,2/74,37.00,7.40,30.0,0,0,England
Mohammad Wasim ,1) ,1,1,10.0,1,50,2,2/50,25.00,5.00,30.0,0,0,South Africa
JN Mohammed ,West Indies,3,3,18.0,0,64,2,1/19,32.00,3.55,54.0,0,0,Bangladesh
Mohammed Shami ,India,1,1,4.0,0,18,2,2/18,9.00,4.50,12.0,0,0,South Africa
Mohammed Siraj ,India,2,2,15.0,1,99,2,2/66,49.50,6.60,45.0,0,0,England
Mohammed Siraj ,India,3,2,13.0,0,73,2,2/50,36.50,5.61,39.0,0,0,Pakistan
CH Morris ,South Africa,1,1,10.0,0,73,2,2/73,36.50,7.30,30.0,0,0,Bangladesh
LR Morris ,Australia,2,2,14.3,3,72,2,2/13,36.00,4.96,43.5,0,0,West Indies
Mosaddek Hossain ,Bangladesh,1,1,8.0,0,33,2,2/33,16.50,4.12,24.0,0,0,New Zealand
Mosaddek Hossain ,Bangladesh,4,4,28.0,1,105,2,1/23,52.50,3.75,84.0,0,0,West Indies
PWA Mulder ,South Africa,3,3,15.0,0,81,2,1/26,40.50,5.40,45.0,0,0,India
PWA Mulder ,South Africa,2,2,6.0,0,33,2,1/3,16.50,5.50,18.0,0,0,Sri Lanka
Mustafizur Rahman ,Bangladesh,2,2,18.4,1,145,2,1/69,72.50,7.76,56.0,0,0,Australia
Mustafizur Rahman ,Bangladesh,5,5,43.1,0,275,2,1/25,137.50,6.37,129.5,0,0,England
T Natarajan ,India,1,1,10.0,1,70,2,2/70,35.00,7.00,30.0,0,0,Australia
JDS Neesham ,New Zealand,3,3,15.0,0,96,2,1/30,48.00,6.40,45.0,0,0,West Indies
L Ngidi ,South Africa,4,4,29.0,3,167,2,1/34,83.50,5.75,87.0,0,0,Bangladesh
HH Pandya ,India,4,4,18.4,1,96,2,1/17,48.00,5.14,56.0,0,0,West Indies
WD Parnell ,South Africa,2,2,16.0,1,82,2,1/38,41.00,5.12,48.0,0,0,India
AR Patel ,India,2,2,11.0,0,82,2,2/57,41.00,7.45,33.0,0,0,Australia
AR Patel ,India,4,4,24.0,2,125,2,1/38,62.50,5.20,72.0,0,0,West Indies
KMA Paul ,West Indies,1,1,9.0,0,57,2,2/57,28.50,6.33,27.0,0,0,Pakistan
KMA Paul ,West Indies,2,2,15.1,0,110,2,2/48,55.00,7.25,45.5,0,0,Sri Lanka
AL Phehlukwayo ,South Africa,5,4,21.0,0,131,2,1/44,65.50,6.23,63.0,0,0,England
A Phillip ,West Indies,1,1,8.0,0,50,2,2/50,25.00,6.25,24.0,0,0,Pakistan
GD Phillips ,New Zealand,4,3,13.0,1,90,2,1/13,45.00,6.92,39.0,0,0,Pakistan
LE Plunkett ,England,1,1,7.0,0,37,2,2/37,18.50,5.28,21.0,0,0,South Africa
KA Pollard ,West Indies,4,2,6.0,0,48,2,1/20,24.00,8.00,18.0,0,0,India
KA Pollard ,West Indies,6,4,19.0,0,97,2,1/15,48.50,5.10,57.0,0,0,Sri Lanka
N Pooran ,West Indies,4,3,15.3,0,91,2,1/38,45.50,5.87,46.5,0,0,Bangladesh
Pramod Madushan ,Sri Lanka,1,1,7.0,1,58,2,2/58,29.00,8.28,21.0,0,0,Pakistan
D Pretorius ,South Africa,1,1,6.0,2,27,2,2/27,13.50,4.50,18.0,0,0,Australia
D Pretorius ,South Africa,1,1,9.2,0,54,2,2/54,27.00,5.78,28.0,0,0,India
K Rabada ,South Africa,2,2,16.0,2,58,2,1/16,29.00,3.62,48.0,0,0,New Zealand
K Rabada ,South Africa,3,3,30.0,3,159,2,1/43,79.50,5.30,90.0,0,0,Pakistan
CAK Rajitha ,Sri Lanka,4,4,23.0,0,122,2,2/17,61.00,5.30,69.0,0,0,Bangladesh
CAK Rajitha ,Sri Lanka,1,1,7.0,0,36,2,2/36,18.00,5.14,21.0,0,0,England
AU Rashid ,England,4,4,28.0,0,186,2,1/30,93.00,6.64,84.0,0,0,New Zealand
R Ravindra ,New Zealand,7,5,27.0,1,122,2,1/20,61.00,4.51,81.0,0,0,Bangladesh
R Ravindra ,New Zealand,3,1,7.4,0,21,2,2/21,10.50,2.73,23.0,0,0,Sri Lanka
JE Root ,England,6,1,8.0,0,46,2,2/46,23.00,5.75,24.0,0,0,Australia
JE Root ,England,8,4,21.1,0,129,2,1/4,64.50,6.09,63.5,0,0,South Africa
JE Root ,England,1,1,5.0,0,27,2,2/27,13.50,5.40,15.0,0,0,West Indies
Rubel Hossain ,Bangladesh,2,2,18.0,1,109,2,1/54,54.50,6.05,54.0,0,0,Sri Lanka
AD Russell ,West Indies,1,1,8.0,0,41,2,2/41,20.50,5.12,24.0,0,0,Australia
AD Russell ,West Indies,1,1,3.0,1,4,2,2/4,2.00,1.33,9.0,0,0,Pakistan
NA Saini ,India,1,1,10.0,0,58,2,2/58,29.00,5.80,30.0,0,0,West Indies
C Sakariya ,India,1,1,8.0,0,34,2,2/34,17.00,4.25,24.0,0,0,Sri Lanka
PADLR Sandakan ,Sri Lanka,2,2,18.4,0,124,2,1/53,62.00,6.64,56.0,0,0,India
KR Sen ,India,1,1,5.0,0,37,2,2/37,18.50,7.40,15.0,0,0,Bangladesh
Shadab Khan ,Pakistan,2,2,16.0,0,94,2,2/59,47.00,5.87,48.0,0,0,Bangladesh
T Shamsi ,South Africa,1,1,10.0,0,62,2,2/62,31.00,6.20,30.0,0,0,West Indies
MD Shanaka ,Sri Lanka,5,3,7.0,0,64,2,1/27,32.00,9.14,21.0,0,0,Australia
MD Shanaka ,Sri Lanka,2,2,12.2,2,41,2,1/16,20.50,3.32,37.0,0,0,New Zealand
V Shankar ,India,1,1,5.2,0,22,2,2/22,11.00,4.12,16.0,0,0,Pakistan
R Shepherd ,West Indies,3,2,12.0,0,64,2,2/50,32.00,5.33,36.0,0,0,Australia
Shoaib Malik ,Pakistan,3,3,9.0,0,43,2,1/4,21.50,4.77,27.0,0,0,England
L Sipamla ,South Africa,3,2,16.2,1,82,2,1/40,41.00,5.02,49.0,0,0,England
JT Smuts ,South Africa,2,1,9.0,1,42,2,2/42,21.00,4.66,27.0,0,0,Australia
TG Southee ,New Zealand,2,2,20.0,1,96,2,1/39,48.00,4.80,60.0,0,0,Australia
TG Southee ,New Zealand,1,1,10.0,0,77,2,2/77,38.50,7.70,30.0,0,0,South Africa
MA Starc ,Australia,1,1,10.0,0,55,2,2/55,27.50,5.50,30.0,0,0,Bangladesh
BA Stokes ,England,3,2,7.5,0,56,2,2/12,28.00,7.14,23.5,0,0,South Africa
W Sutherland ,Australia,2,2,8.3,0,33,2,2/28,16.50,3.88,25.5,0,0,West Indies
MJ Swepson ,Australia,2,2,16.2,0,103,2,2/53,51.50,6.30,49.0,0,0,Pakistan
Tanzim Hasan Sakib ,Bangladesh,1,1,7.5,1,32,2,2/32,16.00,4.08,23.5,0,0,India
Taskin Ahmed ,Bangladesh,1,1,9.0,1,89,2,2/89,44.50,9.88,27.0,0,0,India
Taskin Ahmed ,Bangladesh,4,4,32.0,1,198,2,1/23,99.00,6.18,96.0,0,0,New Zealand
M Theekshana ,Sri Lanka,2,2,19.0,0,101,2,1/42,50.50,5.31,57.0,0,0,Pakistan
O Thomas ,West Indies,3,3,21.0,0,131,2,2/57,65.50,6.23,63.0,0,0,England
BM Tickner ,New Zealand,2,2,11.5,2,55,2,2/20,27.50,4.64,35.5,0,0,Sri Lanka
AJ Turner ,Australia,3,2,14.0,1,60,2,1/23,30.00,4.28,42.0,0,0,West Indies
I Udana ,Sri Lanka,1,1,10.0,0,57,2,2/57,28.50,5.70,30.0,0,0,Australia
I Udana ,Sri Lanka,1,1,8.0,0,41,2,2/41,20.50,5.12,24.0,0,0,England
I Udana ,Sri Lanka,4,4,22.0,1,131,2,2/50,65.50,5.95,66.0,0,0,South Africa
Usama Mir ,Pakistan,1,1,8.0,0,45,2,2/45,22.50,5.62,24.0,0,0,South Africa
Wahab Riaz ,Pakistan,2,2,19.0,0,108,2,1/27,54.00,5.68,57.0,0,0,Sri Lanka
HR Walsh ,West Indies,2,2,8.0,0,58,2,2/38,29.00,7.25,24.0,0,0,Sri Lanka
Washington Sundar ,India,6,5,29.0,1,164,2,2/7,82.00,5.65,87.0,0,0,New Zealand
DN Wellalage ,Sri Lanka,2,2,17.0,1,56,2,1/26,28.00,3.29,51.0,0,0,Bangladesh
DJ Willey ,England,4,4,23.0,3,127,2,1/9,63.50,5.52,69.0,0,0,South Africa
LB Williams ,South Africa,1,1,8.4,1,56,2,2/56,28.00,6.46,26.0,0,0,Bangladesh
LB Williams ,South Africa,2,2,19.0,1,120,2,1/49,60.00,6.31,57.0,0,0,India
CR Woakes ,England,5,5,32.1,1,192,2,1/36,96.00,5.96,96.5,0,0,South Africa
SA Abbott ,Australia,3,3,19.0,0,125,1,1/36,125.00,6.57,114.0,0,0,Pakistan
Afif Hossain ,Bangladesh,3,1,5.0,0,15,1,1/15,15.00,3.00,30.0,0,0,South Africa
AC Agar ,Australia,2,2,18.0,0,88,1,1/40,88.00,4.88,108.0,0,0,South Africa
Rehan Ahmed ,England,1,1,10.0,0,62,1,1/62,62.00,6.20,60.0,0,0,Bangladesh
MM Ali ,England,5,3,15.0,0,66,1,1/5,66.00,4.40,90.0,0,0,Sri Lanka
FA Allen ,West Indies,2,2,7.0,0,48,1,1/37,48.00,6.85,42.0,0,0,Bangladesh
SSD Arachchige ,Sri Lanka,1,1,5.0,0,18,1,1/18,18.00,3.60,30.0,0,0,West Indies
KIC Asalanka ,Sri Lanka,4,1,1.0,0,3,1,1/3,3.00,3.00,6.0,0,0,South Africa
A Ashok ,New Zealand,2,2,10.1,1,65,1,1/63,65.00,6.39,61.0,0,0,Bangladesh
R Ashwin ,India,2,2,20.0,1,121,1,1/53,121.00,6.05,120.0,0,0,South Africa
AAP Atkinson ,England,3,3,17.0,0,94,1,1/23,94.00,5.52,102.0,0,0,New Zealand
JP Behrendorff ,Australia,1,1,8.0,0,55,1,1/55,55.00,6.87,48.0,0,0,South Africa
JP Behrendorff ,Australia,1,1,9.0,0,59,1,1/59,59.00,6.55,54.0,0,0,Sri Lanka
TA Boult ,New Zealand,2,2,16.0,0,98,1,1/48,98.00,6.12,96.0,0,0,Pakistan
MG Bracewell ,New Zealand,4,4,16.0,0,125,1,1/51,125.00,7.81,96.0,0,0,India
Y Cariah ,West Indies,3,3,23.0,0,158,1,1/76,158.00,6.86,138.0,0,0,England
Y Cariah ,West Indies,2,2,8.3,0,96,1,1/47,96.00,11.29,51.0,0,0,South Africa
BA Carse ,England,1,1,7.0,0,53,1,1/53,53.00,7.57,42.0,0,0,New Zealand
BA Carse ,England,1,1,9.0,0,46,1,1/46,46.00,5.11,54.0,0,0,South Africa
BA Carse ,England,2,2,15.0,0,107,1,1/73,107.00,7.13,90.0,0,0,West Indies
YS Chahal ,India,1,1,10.0,0,50,1,1/50,50.00,5.00,60.0,0,0,Bangladesh
DL Chahar ,India,2,2,11.0,1,44,1,1/32,44.00,4.00,66.0,0,0,Bangladesh
PVD Chameera ,Sri Lanka,1,1,4.0,1,20,1,1/20,20.00,5.00,24.0,0,0,New Zealand
RL Chase ,West Indies,3,2,16.0,0,75,1,1/51,75.00,4.68,96.0,0,0,Bangladesh
RL Chase ,West Indies,6,5,33.0,1,189,1,1/37,189.00,5.72,198.0,0,0,India
RL Chase ,West Indies,4,4,31.0,0,165,1,1/51,165.00,5.32,186.0,0,0,Sri Lanka
SS Cottrell ,West Indies,1,1,4.0,0,18,1,1/18,18.00,4.50,24.0,0,0,Pakistan
NM Coulter-Nile ,Australia,1,1,10.0,1,63,1,1/63,63.00,6.30,60.0,0,0,India
TH David ,Australia,4,1,2.0,0,20,1,1/20,20.00,10.00,12.0,0,0,South Africa
C de Grandhomme ,New Zealand,1,1,8.0,0,39,1,1/39,39.00,4.87,48.0,0,0,Bangladesh
C de Grandhomme ,New Zealand,2,2,11.0,2,36,1,1/25,36.00,3.27,66.0,0,0,England
C de Grandhomme ,New Zealand,1,1,10.0,0,33,1,1/33,33.00,3.30,60.0,0,0,South Africa
C de Grandhomme ,New Zealand,1,1,2.0,0,14,1,1/14,14.00,7.00,12.0,0,0,Sri Lanka
C de Grandhomme ,New Zealand,1,1,4.0,0,22,1,1/22,22.00,5.50,24.0,0,0,West Indies
DM Dupavillon ,South Africa,1,1,6.0,0,21,1,1/21,21.00,3.50,36.0,0,0,Australia
Faheem Ashraf ,Pakistan,2,2,18.5,0,95,1,1/50,95.00,5.04,113.0,0,0,Australia
Faheem Ashraf ,Pakistan,1,1,7.0,0,27,1,1/27,27.00,3.85,42.0,0,0,Bangladesh
Faheem Ashraf ,Pakistan,6,5,36.0,0,256,1,1/75,256.00,7.11,216.0,0,0,England
N Pradeep ,Sri Lanka,1,1,10.0,1,38,1,1/38,38.00,3.80,60.0,0,0,England
B Fernando ,Sri Lanka,1,1,6.3,0,33,1,1/33,33.00,5.07,39.0,0,0,Bangladesh
B Fernando ,Sri Lanka,3,2,18.5,0,103,1,1/50,103.00,5.46,113.0,0,0,England
CH Gayle ,West Indies,1,1,2.0,0,8,1,1/8,8.00,4.00,12.0,0,0,New Zealand
K Gowtham ,India,1,1,8.0,0,49,1,1/49,49.00,6.12,48.0,0,0,Sri Lanka
C Green ,Australia,3,3,12.0,0,70,1,1/13,70.00,5.83,72.0,0,0,Sri Lanka
MD Gunathilaka ,Sri Lanka,3,1,2.0,0,5,1,1/5,5.00,2.50,12.0,0,0,Bangladesh
MD Gunathilaka ,Sri Lanka,3,3,14.0,0,70,1,1/28,70.00,5.00,84.0,0,0,West Indies
AM Hardie ,Australia,3,1,8.0,2,27,1,1/27,27.00,3.37,48.0,0,0,West Indies
Haris Sohail ,Pakistan,5,4,14.0,0,75,1,1/35,75.00,5.35,84.0,0,0,Australia
Hasan Ali ,Pakistan,3,3,26.0,0,180,1,1/67,180.00,6.92,156.0,0,0,Australia
Hasan Ali ,Pakistan,1,1,10.0,0,82,1,1/82,82.00,8.20,60.0,0,0,New Zealand
Hasan Ali ,Pakistan,1,1,10.0,0,76,1,1/76,76.00,7.60,60.0,0,0,South Africa
Hasan Mahmud ,Bangladesh,2,2,15.0,1,105,1,1/65,105.00,7.00,90.0,0,0,India
PW Hasaranga ,Sri Lanka,3,2,14.0,0,72,1,1/46,72.00,5.14,84.0,0,0,England
JR Hazlewood ,Australia,1,1,10.0,1,37,1,1/37,37.00,3.70,60.0,0,0,Pakistan
MC Henriques ,Australia,2,2,8.0,0,41,1,1/34,41.00,5.12,48.0,0,0,India
MJ Henry ,New Zealand,1,1,9.0,0,76,1,1/76,76.00,8.44,54.0,0,0,West Indies
JO Holder ,West Indies,4,4,25.0,1,163,1,1/43,163.00,6.52,150.0,0,0,Bangladesh
Iftikhar Ahmed ,Pakistan,1,1,7.0,0,38,1,1/38,38.00,5.42,42.0,0,0,England
Iftikhar Ahmed ,Pakistan,3,2,10.0,0,76,1,1/55,76.00,7.60,60.0,0,0,New Zealand
Imad Wasim ,Pakistan,1,1,7.0,1,38,1,1/38,38.00,5.42,42.0,0,0,Sri Lanka
Imran Tahir ,South Africa,1,1,9.0,0,59,1,1/59,59.00,6.55,54.0,0,0,Australia
WG Jacks ,England,2,2,11.0,0,45,1,1/18,45.00,4.09,66.0,0,0,Bangladesh
KA Jamieson ,New Zealand,3,3,25.0,2,183,1,1/53,183.00,7.32,150.0,0,0,England
M Jansen ,South Africa,3,3,23.5,0,186,1,1/94,186.00,7.80,143.0,0,0,India
GSNFG Jayasuriya ,Sri Lanka,2,2,17.0,1,87,1,1/39,87.00,5.11,102.0,0,0,Pakistan
CJ Jordan ,England,1,1,7.0,0,49,1,1/49,49.00,7.00,42.0,0,0,Australia
B Kumar ,India,1,1,9.0,0,51,1,1/51,51.00,5.66,54.0,0,0,Bangladesh
BG Lister ,New Zealand,1,1,10.0,0,57,1,1/57,57.00,5.70,60.0,0,0,Pakistan
LS Livingstone ,England,1,1,6.0,0,42,1,1/42,42.00,7.00,36.0,0,0,Australia
LS Livingstone ,England,1,1,3.0,0,13,1,1/13,13.00,4.33,18.0,0,0,Bangladesh
NM Lyon ,Australia,1,1,10.0,0,36,1,1/36,36.00,3.60,60.0,0,0,New Zealand
D Madushanka ,Sri Lanka,2,2,14.2,0,116,1,1/58,116.00,8.09,86.0,0,0,New Zealand
D Madushanka ,Sri Lanka,1,1,10.0,0,49,1,1/49,49.00,4.90,60.0,0,0,West Indies
SSB Magala ,South Africa,1,1,4.0,0,46,1,1/46,46.00,11.50,24.0,0,0,Australia
Mahedi Hasan ,Bangladesh,1,1,10.0,0,35,1,1/35,35.00,3.50,60.0,0,0,Sri Lanka
S Mahmood ,England,1,1,5.0,1,17,1,1/17,17.00,3.40,30.0,0,0,South Africa
Mahmudullah ,Bangladesh,4,3,5.5,0,50,1,1/33,50.00,8.57,35.0,0,0,India
Mahmudullah ,Bangladesh,5,3,6.1,0,52,1,1/24,52.00,8.43,37.0,0,0,South Africa
SL Malinga ,Sri Lanka,1,1,10.0,1,61,1,1/61,61.00,6.10,60.0,0,0,Australia
SL Malinga ,Sri Lanka,1,1,10.0,1,82,1,1/82,82.00,8.20,60.0,0,0,India
AK Markram ,South Africa,8,4,23.2,1,143,1,1/23,143.00,6.12,140.0,0,0,Australia
AK Markram ,South Africa,2,1,10.0,0,30,1,1/30,30.00,3.00,60.0,0,0,West Indies
MR Marsh ,Australia,3,2,6.0,0,26,1,1/7,26.00,4.33,36.0,0,0,West Indies
Mashrafe Mortaza ,Bangladesh,1,1,10.0,0,68,1,1/68,68.00,6.80,60.0,0,0,England
KR Mayers ,West Indies,5,2,9.0,0,49,1,1/34,49.00,5.44,54.0,0,0,Bangladesh
CE McConchie ,New Zealand,3,3,21.0,0,114,1,1/46,114.00,5.42,126.0,0,0,Pakistan
PHKD Mendis ,Sri Lanka,3,2,14.0,0,79,1,1/45,79.00,5.64,84.0,0,0,South Africa
Mohammad Abbas ,Pakistan,3,3,27.0,0,153,1,1/44,153.00,5.66,162.0,0,0,Australia
Mohammad Amir ,Pakistan,1,1,7.0,0,31,1,1/31,31.00,4.42,42.0,0,0,Bangladesh
Mohammad Amir ,Pakistan,1,1,10.0,0,67,1,1/67,67.00,6.70,60.0,0,0,New Zealand
Mohammad Hafeez ,Pakistan,1,1,7.0,0,60,1,1/60,60.00,8.57,42.0,0,0,Australia
Mohammad Hafeez ,Pakistan,3,3,19.0,0,116,1,1/43,116.00,6.10,114.0,0,0,England
CH Morris ,South Africa,1,1,9.0,0,63,1,1/63,63.00,7.00,54.0,0,0,Australia
